,Source,Destination,Class,Page_Rank_Src,Page_Rank_Dst,Shortest_Path,adar,katz_s,katz_d,jaccard_followers,jaccard_followees,cosine_followers,cosine_followees
24,35,36,1,0.0006479630038717643,0.0005652132549398264,4,0.0,0.020763712342915668,0.021081484792870347,0.0,0.0,0.0,0.0
25,10,37,1,8.563060075917546e-05,0.00022550283808603355,4,1.660964047443681,0.020551894168597415,0.021073025954353904,0.0,0.005813953488372093,0.04428074427700476,0.0
26,38,2,1,0.0003851682717516018,0.0006506760855052425,3,0.0,0.020967651344892497,0.022439155586752677,0.1,0.0,0.0,0.05555555555555555
27,31,39,1,0.0004131182495849949,0.00043379330110050697,2,0.0,0.021927477646623877,0.021818294629878762,0.13636363636363635,0.0,0.0,0.06933752452815364
28,40,41,1,0.00039842397900141495,0.0005621211525734347,6,0.0,0.020551894168597415,0.02128704057382662,0.0,0.0,0.0,0.0
29,29,42,1,0.0005165659727727699,0.0009852879152864376,3,0.0,0.020762145171070775,0.02160001199854405,0.0,0.0,0.0,0.0
30,31,43,1,0.0004131182495849949,0.000854649868407356,2,0.0,0.021927477646623877,0.022574014328936364,0.14285714285714285,0.0,0.0,0.058389494339497805
31,10,42,1,8.563060075917546e-05,0.0009852879152864376,3,0.0,0.020551894168597415,0.02160001199854405,0.0,0.0,0.0,0.0
32,44,45,1,0.0004388527651969395,0.0011756587170316352,5,0.0,0.021288033333074434,0.021289100939751823,0.0,0.0,0.0,0.0
33,46,47,1,0.00010660903188961139,0.0001663488445481128,5,0.0,0.020551894168597415,0.020968186092333828,0.0,0.0,0.0,0.0
34,48,43,1,0.0007840398977776836,0.000854649868407356,2,0.0,0.022656832194108092,0.022574014328936364,0.21875,0.0,0.0,0.08238145180262382
35,24,49,1,0.00012404488983902318,0.0010693391752991197,4,0.0,0.0206546536394404,0.022546574775715575,0.0,0.0,0.0,0.0
36,50,9,1,0.0004762071610646851,0.0004886355981180666,3,0.0,0.02087014532354702,0.022958097054388144,0.0,0.0,0.0,0.0
37,51,52,1,0.0001944295839913481,0.00023021398197386295,3,7.546538609072268,0.020970312057336234,0.02138922770010688,0.0,0.04790419161676647,0.18835264373920443,0.0
38,53,54,1,0.00039236988192239167,0.00025816138752703235,4,0.0,0.021085701951639207,0.02097250968422461,0.0,0.0,0.0,0.0
39,10,55,1,8.563060075917546e-05,0.000592236991778607,3,0.0,0.020551894168597415,0.020862274949985285,0.0,0.0,0.0,0.0
40,56,43,1,0.0005674429081978206,0.000854649868407356,2,0.0,0.0212975613068154,0.022574014328936364,0.13043478260869565,0.0,0.0,0.05967860100145693
41,57,58,1,0.000559948524123425,0.0010029545719515021,3,0.0,0.02118526434413546,0.021815028599927087,0.0,0.0,0.0,0.0
42,16,59,1,0.0003246110299245347,0.00046026873603875973,5,0.0,0.02086543657631458,0.02138873361972613,0.0,0.0,0.0,0.0
43,60,61,1,0.0001953098834154023,0.00033256679598146776,6,0.0,0.020863294966182742,0.02086800078477026,0.0,0.0,0.0,0.0
44,27,62,1,0.00039175047527543317,0.00019850261191729811,2,0.0,0.021087316521290027,0.021927440730283975,0.125,0.0,0.0,0.06880209161537815
45,63,64,1,0.0002717161129868404,0.0008470930326895096,2,0.0,0.020871775692466482,0.022140206732271416,0.0,0.0,0.0,0.0
46,65,66,1,0.0009988538456491445,0.0012265370173315795,3,0.0,0.020657823602131767,0.022342521530897035,0.0,0.0,0.0,0.0
47,67,68,1,0.000337641328849981,0.0003907514179236044,2,0.8304820237218405,0.020867560319143424,0.021498798017297604,0.0,0.022727272727272728,0.06537204504606134,0.0
48,48,28,1,0.0007840398977776836,0.000489796499403072,2,0.0,0.022656832194108092,0.022140795030241994,0.25,0.0,0.0,0.10434983894999017
49,69,70,1,0.0005179537030735148,0.0012025913085606456,4,0.0,0.020657833993683258,0.021712191031886263,0.0,0.0,0.0,0.0
50,71,72,1,0.0003016000615336424,0.0002271877840030372,4,0.0,0.020551894168597415,0.020874806621593793,0.0,0.0,0.0,0.0
51,73,74,1,0.00021483806054589492,0.0007760009181298083,3,0.0,0.021078854766973597,0.0217070068037373,0.06666666666666667,0.0,0.0,0.040655781409087086
52,75,76,1,0.0005750412152550283,0.0003674816649082267,4,0.0,0.02108039147063538,0.022123804882092285,0.0,0.0,0.0,0.0
53,77,78,1,0.0005480709992413471,0.0002020543476770386,4,8.403892677504297,0.02118521286164057,0.020762157784795822,0.0,0.11666666666666667,0.264197974633739,0.0
54,56,28,1,0.0005674429081978206,0.000489796499403072,2,0.0,0.0212975613068154,0.022140795030241994,0.15789473684210525,0.0,0.0,0.07559289460184544
55,31,79,1,0.0004131182495849949,0.0005817533474762794,2,0.0,0.021927477646623877,0.021621224738869637,0.09523809523809523,0.0,0.0,0.05547001962252291
56,80,11,1,0.00032892669585677503,0.00044806315606262057,2,0.0,0.020762121292338738,0.02244061384640341,0.0,0.0,0.0,0.0
57,38,81,1,0.0003851682717516018,0.00032170631880318497,3,0.0,0.020967651344892497,0.02086809252328786,0.0,0.0,0.0,0.0
58,29,23,1,0.0005165659727727699,0.0006033783554794774,2,0.0,0.020762145171070775,0.02128479784837547,0.0,0.0,0.0,0.0
59,27,82,1,0.00039175047527543317,0.00020298150552182647,2,0.0,0.021087316521290027,0.021198606890728392,0.2222222222222222,0.0,0.0,0.14907119849998599
60,53,83,1,0.00039236988192239167,0.00039722270304079244,2,0.0,0.021085701951639207,0.020867650092386145,0.14285714285714285,0.0,0.0,0.14907119849998599
61,84,85,1,0.0008589134346864473,0.0007518827449233623,5,0.0,0.020866977929842427,0.0219093950496947,0.0,0.0,0.0,0.0
62,86,87,1,0.0001763069992607763,0.00026930483053468426,5,0.0,0.020551894168597415,0.021081988442726816,0.0,0.0,0.0,0.0
63,38,76,1,0.0003851682717516018,0.0003674816649082267,2,0.0,0.020967651344892497,0.022123804882092285,0.0,0.0,0.0,0.0
64,88,89,1,0.0002622530493594576,0.0001302048840818167,-1,0.0,0.02087437354180393,0.020551894168597415,0.0,0.0,0.0,0.0
65,90,2,1,0.0002563638654539825,0.0006506760855052425,3,0.0,0.02076213458684528,0.022439155586752677,0.0,0.0,0.0,0.0
66,91,92,1,0.0006146373565264641,0.0008032882879933449,5,0.0,0.021088754010682716,0.02149782808349725,0.0,0.0,0.0,0.0
67,93,94,1,0.00035135432527463753,0.0005247143935161044,5,0.0,0.021391404518202418,0.02150511976709893,0.21428571428571427,0.0,0.0,0.1178511301977579
68,95,96,1,0.001287704351315998,0.0007810596852882586,3,0.0,0.02098248561218885,0.022751040689724087,0.0,0.0,0.0,0.0
69,44,97,1,0.0004388527651969395,0.0009354383375767869,6,3.585937560180539,0.021288033333074434,0.021178942491574662,0.08333333333333333,0.2,0.3418817293789138,0.0629940788348712
70,98,14,1,0.00014342471913212035,0.0017096246640785758,4,0.0,0.020551894168597415,0.023062974487839744,0.0,0.0,0.0,0.0
71,10,99,1,8.563060075917546e-05,0.00034985224987570877,3,1.430676558073393,0.020551894168597415,0.021185819887524705,0.0,0.005747126436781609,0.03429971702850177,0.0
72,100,85,1,0.0004567746062310207,0.0007518827449233623,7,0.0,0.021188948733582798,0.0219093950496947,0.0,0.0,0.0,0.0
73,101,7,1,0.0005719390810622105,0.0006099940825698007,4,0.0,0.02097238232670544,0.02201841424215343,0.0,0.0,0.0,0.0
74,27,102,1,0.00039175047527543317,0.0002878880506819985,2,0.0,0.021087316521290027,0.021826861481444,0.13333333333333333,0.0,0.0,0.07453559924999299
75,56,79,1,0.0005674429081978206,0.0005817533474762794,2,0.0,0.0212975613068154,0.021621224738869637,0.21428571428571427,0.0,0.0,0.11338934190276817
76,103,6,1,0.0004627325476337441,0.00038369051756628443,3,0.0,0.020873309955590835,0.022018582151128785,0.0,0.0,0.0,0.0
77,104,105,1,0.0005234958304197635,0.0005452365219642924,4,0.0,0.02087328002689495,0.021814533813074983,0.0,0.0,0.0,0.0
78,5,52,1,8.721273906764127e-05,0.00023021398197386295,4,4.967887355775815,0.020551894168597415,0.02138922770010688,0.0,0.10638297872340426,0.23544080467400555,0.0
79,27,106,1,0.00039175047527543317,0.00017852715877535207,5,0.0,0.021087316521290027,0.02076585489072768,0.0,0.0,0.0,0.0
80,67,107,1,0.000337641328849981,0.0011091894593763558,3,0.0,0.020867560319143424,0.023071730159932653,0.0,0.0,0.0,0.0
81,38,108,1,0.0003851682717516018,0.0002842424186830619,4,0.0,0.020967651344892497,0.021176795512260472,0.0,0.0,0.0,0.0
82,10,109,1,8.563060075917546e-05,0.00043521329895418324,2,0.0,0.020551894168597415,0.02138866942074672,0.0,0.0,0.0,0.0
83,110,111,1,0.0005993863249978314,0.00015292148379498376,5,0.0,0.0213970091738814,0.020870186388800557,0.0,0.0,0.0,0.0
84,10,112,1,8.563060075917546e-05,0.00034626105374190876,3,0.0,0.020551894168597415,0.02097918618540916,0.0,0.0,0.0,0.0
85,113,75,1,0.0002590088162262972,0.0005750412152550283,3,5.806189871981795,0.02097140798709277,0.02108039147063538,0.0,0.06557377049180328,0.12309149097933272,0.0
86,29,114,1,0.0005165659727727699,0.00012899470558281432,5,1.430676558073393,0.020762145171070775,0.02096665736537597,0.0,0.012195121951219513,0.05063696835418333,0.0
87,10,115,1,8.563060075917546e-05,0.0011747638030585514,3,0.0,0.020551894168597415,0.02150678946720586,0.0,0.0,0.0,0.0
88,16,116,1,0.0003246110299245347,0.0003673235865789451,5,0.0,0.02086543657631458,0.020970778020156768,0.0,0.0,0.0,0.0
89,117,14,1,0.000615462556739965,0.0017096246640785758,3,0.0,0.020863915697611302,0.023062974487839744,0.038461538461538464,0.0,0.0,0.024056261216234408
90,27,43,1,0.00039175047527543317,0.000854649868407356,2,0.0,0.021087316521290027,0.022574014328936364,0.09090909090909091,0.0,0.0,0.04707511531578504
91,90,118,1,0.0002563638654539825,0.0005562231250797515,3,0.0,0.02076213458684528,0.022017900419109348,0.0,0.0,0.0,0.0
92,119,120,1,0.0005856426184626958,0.0005230988659424299,3,0.0,0.02118861052647439,0.021398829724891523,0.0,0.0,0.0,0.0
93,38,121,1,0.0003851682717516018,0.00018476393719856873,4,0.0,0.020967651344892497,0.02086437288734202,0.16666666666666666,0.0,0.0,0.16666666666666666
94,122,14,1,0.00048179341146510716,0.0017096246640785758,3,3.0916406055170738,0.022236500256085617,0.023062974487839744,0.1111111111111111,0.08695652173913043,0.16116459280507606,0.041666666666666664
95,97,123,1,0.0009354383375767869,0.0005093169925257607,6,0.0,0.021178942491574662,0.021497702061851198,0.25,0.0,0.0,0.13608276348795434
96,124,125,1,0.0007187169669485073,0.0003805795624101449,2,1.8784336608665329,0.021082551590316904,0.021600110904534734,0.0,0.009009009009009009,0.043233770116711694,0.0
97,56,82,1,0.0005674429081978206,0.00020298150552182647,2,0.0,0.0212975613068154,0.021198606890728392,0.3,0.0,0.0,0.1889822365046136
98,8,126,1,0.0004159726711845702,0.0009909942726998142,3,0.0,0.021291182409903353,0.02139812333059908,0.0,0.0,0.0,0.0
99,127,128,1,0.00015040120951920034,0.0004101758585245087,3,0.0,0.020763681142571332,0.02087221884268449,0.25,0.0,0.0,0.2357022603955158
100,129,130,1,0.0005766478726618804,0.0011084860926271302,3,1.660964047443681,0.020974577808489867,0.022440498190618975,0.0,0.0035087719298245615,0.05923488777590923,0.0
101,1,131,1,0.0002528573864191698,0.0010488178307777028,5,0.0,0.020863318151288352,0.021399675910599113,0.0,0.0,0.0,0.0
102,132,133,1,0.0006992083725767454,0.0002674218622896218,5,0.0,0.02086381661179154,0.020761625927464607,0.0,0.0,0.0,0.0
103,134,11,1,0.00016397838248369818,0.00044806315606262057,3,0.0,0.02076005881984438,0.02244061384640341,0.0,0.0,0.0,0.0
104,8,135,1,0.0004159726711845702,0.00039996777919187984,3,1.2850972089384687,0.021291182409903353,0.02213002978109234,0.0,0.009009009009009009,0.048112522432468816,0.0
105,136,14,1,0.000291787314483423,0.0017096246640785758,2,0.0,0.020551894168597415,0.023062974487839744,0.0,0.0,0.0,0.0
106,137,138,1,0.00025686525038374526,0.00017710139035643808,4,0.0,0.020551894168597415,0.02076108823853342,0.0,0.0,0.0,0.0
107,139,14,1,0.0003452714287303905,0.0017096246640785758,2,0.8304820237218405,0.020970346623053235,0.023062974487839744,0.0,0.07692307692307693,0.17407765595569785,0.0
108,27,140,1,0.00039175047527543317,0.0010102015558210956,3,0.0,0.021087316521290027,0.020763765713615837,0.0,0.0,0.0,0.0
109,75,113,1,0.0005750412152550283,0.0002590088162262972,5,5.806189871981795,0.02108039147063538,0.02097140798709277,0.0,0.06557377049180328,0.12309149097933272,0.0
110,48,39,1,0.0007840398977776836,0.00043379330110050697,2,0.0,0.022656832194108092,0.021818294629878762,0.18518518518518517,0.0,0.0,0.09316949906249124
111,29,141,1,0.0005165659727727699,0.00031573430762573285,5,0.0,0.020762145171070775,0.021386561849689602,0.0,0.0,0.0,0.0
112,78,77,1,0.0002020543476770386,0.0005480709992413471,4,8.403892677504297,0.020762157784795822,0.02118521286164057,0.0,0.11666666666666667,0.264197974633739,0.0
113,69,142,1,0.0005179537030735148,0.0011074425871804166,5,0.0,0.020657833993683258,0.0211832935330891,0.0,0.0,0.0,0.0
114,143,144,1,0.0004091239424294289,0.0005466704966528312,5,0.0,0.02097079628565271,0.021700125207493884,0.0,0.0,0.0,0.0
115,145,28,1,0.00031088105712070443,0.000489796499403072,2,0.0,0.021821590138953628,0.022140795030241994,0.2857142857142857,0.0,0.0,0.11547005383792516
116,73,128,1,0.00021483806054589492,0.0004101758585245087,2,0.0,0.021078854766973597,0.02087221884268449,0.0,0.0,0.0,0.0
117,146,147,1,0.0006821865708262597,0.0009468821744110093,4,0.0,0.021502558654272308,0.021822757216798796,0.0,0.0,0.0,0.0
118,73,127,1,0.00021483806054589492,0.00015040120951920034,5,13.396967589191703,0.021078854766973597,0.020763681142571332,0.0,0.04032258064516129,0.13102435641608368,0.0
119,148,70,1,0.0006804268397310411,0.0012025913085606456,5,0.0,0.020971861336188266,0.021712191031886263,0.0,0.0,0.0,0.0
120,29,149,1,0.0005165659727727699,0.00022559398600535755,4,0.0,0.020762145171070775,0.02127855038082663,0.0,0.0,0.0,0.0
121,52,150,1,0.00023021398197386295,0.0012339360486700495,3,0.0,0.02138922770010688,0.02159684863814868,0.125,0.0,0.0,0.07071067811865475
122,27,145,1,0.00039175047527543317,0.00031088105712070443,2,8.947811051827932,0.021087316521290027,0.021821590138953628,0.13333333333333333,0.2571428571428571,0.4160251471689218,0.07453559924999299
123,151,152,1,0.00031741949524245684,0.0002330531142205145,4,0.0,0.020971343158711606,0.02097189768735108,0.0,0.0,0.0,0.0
124,153,154,1,0.0009619808362691271,0.0005726752863963836,6,0.0,0.021592175651212096,0.020981858201394688,0.0,0.0,0.0,0.0
125,124,94,1,0.0007187169669485073,0.0005247143935161044,2,0.0,0.021082551590316904,0.02150511976709893,0.0,0.0,0.0,0.0
126,51,150,1,0.0001944295839913481,0.0012339360486700495,2,2.095903274289385,0.020970312057336234,0.02159684863814868,0.0,0.005952380952380952,0.03492151478847891,0.0
127,56,145,1,0.0005674429081978206,0.00031088105712070443,2,7.764516389372994,0.0212975613068154,0.021821590138953628,0.11764705882352941,0.26666666666666666,0.4216370213557839,0.0629940788348712
128,155,156,1,0.0004219976426572641,0.0005725935463804595,4,0.0,0.020971845010277337,0.0209724380094937,0.0,0.0,0.0,0.0
129,31,157,1,0.0004131182495849949,0.0005699085282692979,2,0.0,0.021927477646623877,0.02172991881320755,0.14285714285714285,0.0,0.0,0.07564093584889489
130,18,158,1,0.00020184796214232882,0.00033737817252867206,4,0.0,0.020975017965838286,0.020865961497381517,0.0,0.0,0.0,0.0
131,101,2,1,0.0005719390810622105,0.0006506760855052425,4,0.0,0.02097238232670544,0.022439155586752677,0.0,0.0,0.0,0.0
132,159,160,1,0.000447807569913228,0.00022421864061047345,3,0.0,0.020979194136423216,0.020869718178116593,0.0,0.0,0.0,0.0
133,29,161,1,0.0005165659727727699,0.0007090289636916051,2,0.0,0.020762145171070775,0.021390252327635587,0.0,0.0,0.0,0.0
134,31,62,1,0.0004131182495849949,0.00019850261191729811,2,0.0,0.021927477646623877,0.021927440730283975,0.13043478260869565,0.0,0.0,0.06400386879521876
135,162,163,1,0.00048671622245084604,0.0005010167126730382,5,0.0,0.02098078467320279,0.022232960282229614,0.0,0.0,0.0,0.0
136,48,31,1,0.0007840398977776836,0.0004131182495849949,2,17.377479756867597,0.022656832194108092,0.021927477646623877,0.17857142857142858,0.34615384615384615,0.5220133115091674,0.08600261451922267
137,104,164,1,0.0005234958304197635,0.0001854665480194438,3,0.0,0.02087328002689495,0.021913123073382352,0.0,0.0,0.0,0.0
138,129,165,1,0.0005766478726618804,0.0007938930726284645,3,1.2850972089384687,0.020974577808489867,0.021908814689893252,0.0,0.003484320557491289,0.03419927840283847,0.0
139,1,166,1,0.0002528573864191698,0.0023148321049045856,2,0.0,0.020863318151288352,0.02170799415526796,0.0,0.0,0.0,0.0
140,33,74,1,0.0005508767156446482,0.0007760009181298083,3,0.0,0.020866483566873133,0.0217070068037373,0.0,0.0,0.0,0.0
141,31,102,1,0.0004131182495849949,0.0002878880506819985,2,0.0,0.021927477646623877,0.021826861481444,0.25,0.0,0.0,0.11556254088025608
142,38,7,1,0.0003851682717516018,0.0006099940825698007,3,0.0,0.020967651344892497,0.02201841424215343,0.0,0.0,0.0,0.0
143,127,167,1,0.00015040120951920034,0.00010792703484883608,5,0.0,0.020763681142571332,0.020969782216659634,0.2,0.0,0.0,0.17677669529663687
144,168,169,1,0.00021081591252047855,0.00027448725538166234,3,0.0,0.021494090053606134,0.02097512594035228,0.08333333333333333,0.0,0.0,0.08333333333333333
145,151,170,1,0.00031741949524245684,0.0006225081833261667,4,0.0,0.020971343158711606,0.020978155970334224,0.0,0.0,0.0,0.0
146,5,171,1,8.721273906764127e-05,0.0003066061664356446,2,0.0,0.020551894168597415,0.02117734336153434,0.0,0.0,0.0,0.0
147,5,163,1,8.721273906764127e-05,0.0005010167126730382,2,0.0,0.020551894168597415,0.022232960282229614,0.0,0.0,0.0,0.0
148,172,173,1,0.0006136865171127493,0.00025173338242290256,6,0.0,0.021286926292450107,0.020864930241866936,0.0,0.0,0.0,0.0
149,174,76,1,0.00029212075976987016,0.0003674816649082267,3,0.0,0.020866480830902222,0.022123804882092285,0.058823529411764705,0.0,0.0,0.03849001794597506
150,38,22,1,0.0003851682717516018,0.0006673479054837576,3,0.0,0.020967651344892497,0.02202266701992387,0.125,0.0,0.0,0.07142857142857142
151,175,176,1,0.00031685152864815796,0.0004257664830640944,4,0.0,0.02076208980940586,0.02118373665761724,0.0,0.0,0.0,0.0
152,38,177,1,0.0003851682717516018,0.0003850720294927891,3,0.0,0.020967651344892497,0.02096975282745097,0.14285714285714285,0.0,0.0,0.125
153,124,178,1,0.0007187169669485073,0.0005351517953264971,2,0.0,0.021082551590316904,0.020971371212047143,0.0,0.0,0.0,0.0
154,174,179,1,0.00029212075976987016,0.0006579355436151024,5,0.0,0.020866480830902222,0.020867489248124406,0.0,0.0,0.0,0.0
155,122,180,1,0.00048179341146510716,0.0008763456185867908,2,0.0,0.022236500256085617,0.02109779101251693,0.05,0.0,0.0,0.05
156,181,182,1,0.0003932926461495584,0.0002464186282614975,4,0.0,0.020969721704176242,0.021282740025747173,0.0,0.0,0.0,0.0
157,5,150,1,8.721273906764127e-05,0.0012339360486700495,2,0.0,0.020551894168597415,0.02159684863814868,0.0,0.0,0.0,0.0
158,10,183,1,8.563060075917546e-05,0.0009803128238656414,2,0.0,0.020551894168597415,0.021182723282250588,0.0,0.0,0.0,0.0
159,184,87,1,0.00010565436406578054,0.00026930483053468426,6,0.0,0.020551894168597415,0.021081988442726816,0.0,0.0,0.0,0.0
160,24,185,1,0.00012404488983902318,9.507103746155804e-05,5,0.0,0.0206546536394404,0.02086380591196164,0.0,0.0,0.0,0.0
161,184,186,1,0.00010565436406578054,0.0002103846045645778,6,0.0,0.020551894168597415,0.020866483220059916,0.0,0.0,0.0,0.0
162,38,187,1,0.0003851682717516018,0.0003879357448099361,3,0.0,0.020967651344892497,0.021183140331563002,0.1111111111111111,0.0,0.0,0.08333333333333333
163,110,188,1,0.0005993863249978314,0.000616425354189893,5,0.0,0.0213970091738814,0.021400727962061602,0.0,0.0,0.0,0.0
164,8,189,1,0.0004159726711845702,0.00022250976176696637,4,0.0,0.021291182409903353,0.02118273115619504,0.0,0.0,0.0,0.0
165,132,190,1,0.0006992083725767454,0.00015712426628331058,5,0.0,0.02086381661179154,0.021602725555045662,0.0,0.0,0.0,0.0
166,191,192,1,0.0002871348178513922,0.0003419239866971545,5,0.0,0.02076322284817631,0.021072546581422418,0.0,0.0,0.0,0.0
167,10,193,1,8.563060075917546e-05,0.00046446511234192743,3,0.0,0.020551894168597415,0.021391461896521947,0.0,0.0,0.0,0.0
168,33,9,1,0.0005508767156446482,0.0004886355981180666,3,0.0,0.020866483566873133,0.022958097054388144,0.0,0.0,0.0,0.0
169,67,194,1,0.000337641328849981,0.0002261508208514995,5,0.0,0.020867560319143424,0.021597895615862298,0.0,0.0,0.0,0.0
170,60,195,1,0.0001953098834154023,0.00032803248738751177,6,0.0,0.020863294966182742,0.0209744695770772,0.0,0.0,0.0,0.0
171,196,197,1,8.563060075917546e-05,0.0007615499273132685,6,0.0,0.020551894168597415,0.02170223638797742,0.0,0.0,0.0,0.0
172,198,199,1,0.0004432551501067573,0.0003141460390105994,3,0.0,0.02118063907612815,0.022018432417734834,0.0,0.0,0.0,0.0
173,137,200,1,0.00025686525038374526,9.630567649997145e-05,7,0.0,0.020551894168597415,0.020861223707753628,0.0,0.0,0.0,0.0
174,31,145,1,0.0004131182495849949,0.00031088105712070443,2,7.764516389372994,0.021927477646623877,0.021821590138953628,0.08695652173913043,0.20512820512820512,0.3501504876259268,0.04622501635210243
175,201,202,1,0.0004722963606527753,0.00011947151864635428,4,0.0,0.021080401605288193,0.021282307870792543,0.0,0.0,0.0,0.0
176,145,82,1,0.00031088105712070443,0.00020298150552182647,2,0.0,0.021821590138953628,0.021198606890728392,0.38461538461538464,0.0,0.0,0.24056261216234406
177,203,204,1,0.00037781384370614234,0.0007970443421738792,3,0.0,0.020865413018705887,0.021713854360905997,0.0,0.0,0.0,0.0
178,10,161,1,8.563060075917546e-05,0.0007090289636916051,3,0.0,0.020551894168597415,0.021390252327635587,0.0,0.0,0.0,0.0
179,205,135,1,8.563060075917546e-05,0.00039996777919187984,3,0.0,0.020551894168597415,0.02213002978109234,0.0,0.0,0.0,0.0
180,44,206,1,0.0004388527651969395,0.0004398810413590638,6,0.0,0.021288033333074434,0.02118375695261273,0.0,0.0,0.0,0.0
181,143,207,1,0.0004091239424294289,0.000591612303355806,6,0.0,0.02097079628565271,0.02139557835100938,0.0,0.0,0.0,0.0
182,56,102,1,0.0005674429081978206,0.0002878880506819985,2,0.0,0.0212975613068154,0.021826861481444,0.1875,0.0,0.0,0.0944911182523068
183,38,208,1,0.0003851682717516018,0.0003836191126415273,3,0.9602525677891274,0.020967651344892497,0.02117579733245057,0.1111111111111111,0.01020408163265306,0.04612656040144425,0.08333333333333333
184,113,209,1,0.0002590088162262972,0.00043705052288894907,5,0.0,0.02097140798709277,0.021283314451189184,0.0,0.0,0.0,0.0
185,210,6,1,0.0001517154853342557,0.00038369051756628443,5,0.0,0.020761040956331897,0.022018582151128785,0.0,0.0,0.0,0.0
186,110,211,1,0.0005993863249978314,0.0010195900230362564,4,0.0,0.0213970091738814,0.022137906911089283,0.0,0.0,0.0,0.0
187,29,55,1,0.0005165659727727699,0.000592236991778607,4,0.0,0.020762145171070775,0.020862274949985285,0.0,0.0,0.0,0.0
188,33,212,1,0.0005508767156446482,0.0005140932278580591,3,14.127180480266064,0.020866483566873133,0.021290139003081344,0.0,0.044585987261146494,0.19254106978021324,0.0
189,213,9,1,0.0004636941752367225,0.0004886355981180666,3,0.0,0.021285904490806848,0.022958097054388144,0.0,0.0,0.0,0.0
190,151,214,1,0.00031741949524245684,0.00015777038875757287,3,0.0,0.020971343158711606,0.020866998918464344,0.0,0.0,0.0,0.0
