,Source,Destination,Class
315,327,318,1
316,328,318,1
317,329,318,1
318,330,318,1
319,331,318,1
320,332,318,1
321,333,318,1
322,334,318,1
323,335,318,1
324,336,318,1
325,337,318,1
326,338,318,1
327,339,318,1
328,340,318,1
329,341,318,1
330,342,318,1
331,343,318,1
332,344,318,1
333,345,318,1
334,346,318,1
335,347,318,1
336,348,318,1
337,1,13,1
338,3,13,1
339,4,13,1
340,5,13,1
341,6,13,1
342,7,13,1
343,8,13,1
344,9,13,1
345,10,13,1
346,11,13,1
347,12,13,1
348,2,13,1
349,14,13,1
350,15,13,1
351,16,13,1
352,17,13,1
353,18,13,1
354,19,13,1
355,20,13,1
356,21,13,1
357,22,13,1
358,23,13,1
359,24,13,1
360,25,13,1
361,26,13,1
362,27,13,1
363,28,13,1
364,29,13,1
365,30,13,1
366,31,13,1
367,32,13,1
368,33,44,1
369,35,44,1
370,36,44,1
371,37,44,1
372,38,44,1
373,39,44,1
374,40,44,1
375,41,44,1
376,42,44,1
377,43,44,1
378,34,44,1
379,45,44,1
380,46,44,1
381,47,44,1
382,48,44,1
383,49,44,1
384,50,44,1
385,51,44,1
386,52,44,1
387,53,44,1
388,54,44,1
389,55,44,1
390,56,44,1
391,57,44,1
392,58,44,1
393,59,44,1
394,60,44,1
395,61,44,1
396,62,44,1
397,63,44,1
398,64,44,1
399,65,76,1
400,67,76,1
401,68,76,1
402,69,76,1
403,70,76,1
404,71,76,1
405,72,76,1
406,73,76,1
407,74,76,1
408,75,76,1
409,66,76,1
410,77,76,1
411,78,76,1
412,79,76,1
413,80,76,1
414,81,76,1
415,82,76,1
416,83,76,1
417,84,76,1
418,85,76,1
419,86,76,1
420,87,76,1
421,88,76,1
422,89,76,1
423,90,76,1
424,91,76,1
425,92,76,1
426,93,76,1
427,94,76,1
428,95,76,1
429,96,76,1
430,97,106,1
431,99,106,1
432,100,106,1
433,101,106,1
434,102,106,1
435,103,106,1
436,104,106,1
437,105,106,1
438,98,106,1
439,107,106,1
440,108,106,1
441,109,106,1
442,110,106,1
443,111,106,1
444,112,106,1
445,113,106,1
446,114,106,1
447,115,106,1
448,116,106,1
449,117,106,1
450,118,106,1
451,119,106,1
452,120,106,1
453,121,106,1
454,122,106,1
455,123,106,1
456,124,106,1
457,125,106,1
458,126,106,1
459,127,106,1
460,349,106,1
461,128,156,1
462,130,156,1
463,131,156,1
464,132,156,1
465,133,156,1
466,134,156,1
467,135,156,1
468,136,156,1
469,137,156,1
470,138,156,1
471,139,156,1
472,140,156,1
473,141,156,1
474,142,156,1
475,143,156,1
476,144,156,1
477,145,156,1
478,146,156,1
479,147,156,1
480,148,156,1
481,149,156,1
482,150,156,1
483,151,156,1
484,152,156,1
485,153,156,1
486,154,156,1
487,155,156,1
488,129,156,1
489,157,156,1
490,158,156,1
491,159,156,1
492,160,163,1
493,162,163,1
494,161,163,1
495,164,163,1
496,165,163,1
497,166,163,1
498,167,163,1
499,168,163,1
500,169,163,1
501,170,163,1
502,171,163,1
503,172,163,1
504,173,163,1
505,174,163,1
506,175,163,1
507,176,163,1
508,177,163,1
509,178,163,1
510,179,163,1
511,180,163,1
512,181,163,1
513,182,163,1
514,183,163,1
515,184,163,1
516,185,163,1
517,186,163,1
518,187,163,1
519,188,163,1
520,189,163,1
521,190,163,1
522,350,163,1
523,192,163,1
524,193,204,1
525,195,204,1
526,196,204,1
527,197,204,1
528,198,204,1
529,199,204,1
530,200,204,1
531,201,204,1
532,202,204,1
533,203,204,1
534,194,204,1
535,205,204,1
536,206,204,1
537,207,204,1
538,208,204,1
539,209,204,1
540,210,204,1
541,211,204,1
542,212,204,1
543,213,204,1
544,214,204,1
545,215,204,1
546,216,204,1
547,217,204,1
548,218,204,1
549,219,204,1
550,220,204,1
551,221,204,1
552,222,204,1
553,223,204,1
554,224,236,1
555,226,236,1
556,227,236,1
557,228,236,1
558,229,236,1
559,230,236,1
560,231,236,1
561,232,236,1
562,233,236,1
563,234,236,1
564,235,236,1
565,225,236,1
566,237,236,1
567,238,236,1
568,239,236,1
569,240,236,1
570,241,236,1
571,242,236,1
572,243,236,1
573,244,236,1
574,245,236,1
575,246,236,1
576,247,236,1
577,248,236,1
578,249,236,1
579,250,236,1
580,251,236,1
581,252,236,1
582,253,236,1
583,254,236,1
584,255,274,1
585,257,274,1
586,258,274,1
587,259,274,1
588,260,274,1
589,261,274,1
590,262,274,1
591,263,274,1
592,264,274,1
593,265,274,1
594,266,274,1
595,267,274,1
596,268,274,1
597,269,274,1
598,270,274,1
599,271,274,1
600,272,274,1
601,273,274,1
602,256,274,1
603,275,274,1
604,276,274,1
605,277,274,1
606,278,274,1
607,279,274,1
608,280,274,1
609,281,274,1
610,282,274,1
611,283,274,1
612,284,274,1
613,285,296,1
614,287,296,1
615,288,296,1
616,289,296,1
617,290,296,1
618,291,296,1
619,292,296,1
620,293,296,1
621,294,296,1
622,295,296,1
623,286,296,1
624,297,296,1
625,298,296,1
626,299,296,1
627,300,296,1
628,301,296,1
629,302,296,1
630,303,296,1
631,304,296,1
632,305,296,1
633,306,296,1
634,307,296,1
635,308,296,1
636,309,296,1
637,310,296,1
638,311,296,1
639,312,296,1
640,313,296,1
641,314,296,1
642,315,296,1
643,316,296,1
644,317,321,1
645,319,321,1
646,320,321,1
647,318,321,1
648,322,321,1
649,323,321,1
650,324,321,1
651,325,321,1
652,326,321,1
653,327,321,1
654,328,321,1
655,329,321,1
656,330,321,1
657,331,321,1
658,332,321,1
659,333,321,1
660,334,321,1
661,335,321,1
662,336,321,1
663,337,321,1
664,338,321,1
665,339,321,1
666,340,321,1
667,341,321,1
668,342,321,1
669,343,321,1
670,344,321,1
671,345,321,1
672,346,321,1
673,347,321,1
674,348,321,1
675,1,14,1
676,3,14,1
677,4,14,1
678,5,14,1
679,6,14,1
680,7,14,1
681,8,14,1
682,9,14,1
683,10,14,1
684,11,14,1
685,12,14,1
686,2,14,1
687,13,14,1
688,15,14,1
689,16,14,1
690,17,14,1
691,18,14,1
692,19,14,1
693,20,14,1
694,21,14,1
695,22,14,1
696,23,14,1
697,24,14,1
698,25,14,1
699,26,14,1
700,27,14,1
701,28,14,1
702,29,14,1
703,30,14,1
704,31,14,1
705,32,14,1
706,189,14,1
707,33,45,1
708,35,45,1
709,36,45,1
710,37,45,1
711,38,45,1
712,39,45,1
713,40,45,1
714,41,45,1
715,42,45,1
716,43,45,1
717,34,45,1
718,44,45,1
719,46,45,1
720,47,45,1
721,48,45,1
722,49,45,1
723,50,45,1
724,51,45,1
725,52,45,1
726,53,45,1
727,54,45,1
728,55,45,1
729,56,45,1
730,57,45,1
731,58,45,1
732,59,45,1
733,60,45,1
734,61,45,1
735,62,45,1
736,63,45,1
737,64,45,1
738,65,77,1
739,67,77,1
740,68,77,1
741,69,77,1
742,70,77,1
743,71,77,1
744,72,77,1
745,73,77,1
746,74,77,1
747,75,77,1
748,66,77,1
749,76,77,1
750,78,77,1
751,79,77,1
752,80,77,1
753,81,77,1
754,82,77,1
755,83,77,1
756,84,77,1
757,85,77,1
758,86,77,1
759,87,77,1
760,88,77,1
761,89,77,1
762,90,77,1
763,91,77,1
764,92,77,1
765,93,77,1
766,94,77,1
767,95,77,1
768,96,77,1
769,97,107,1
770,99,107,1
771,100,107,1
772,101,107,1
773,102,107,1
774,103,107,1
775,104,107,1
776,105,107,1
777,98,107,1
778,106,107,1
779,108,107,1
780,109,107,1
781,110,107,1
782,111,107,1
783,112,107,1
784,113,107,1
785,114,107,1
786,115,107,1
787,116,107,1
788,117,107,1
789,118,107,1
790,119,107,1
791,120,107,1
792,121,107,1
793,122,107,1
794,123,107,1
795,124,107,1
796,125,107,1
797,126,107,1
798,127,107,1
799,128,157,1
800,130,157,1
801,131,157,1
802,132,157,1
803,133,157,1
804,134,157,1
805,135,157,1
806,136,157,1
807,137,157,1
808,138,157,1
809,139,157,1
810,140,157,1
811,141,157,1
812,142,157,1
813,143,157,1
814,144,157,1
815,145,157,1
816,146,157,1
817,147,157,1
818,148,157,1
819,149,157,1
820,150,157,1
821,151,157,1
822,152,157,1
823,153,157,1
824,154,157,1
825,155,157,1
826,129,157,1
827,156,157,1
828,158,157,1
829,159,157,1
830,160,164,1
831,162,164,1
832,161,164,1
833,163,164,1
834,165,164,1
835,166,164,1
836,167,164,1
837,168,164,1
838,169,164,1
839,170,164,1
840,171,164,1
841,172,164,1
842,173,164,1
843,174,164,1
844,175,164,1
845,176,164,1
846,177,164,1
847,178,164,1
848,179,164,1
849,180,164,1
850,181,164,1
851,182,164,1
852,183,164,1
853,184,164,1
854,185,164,1
855,186,164,1
856,187,164,1
857,188,164,1
858,189,164,1
859,190,164,1
860,351,164,1
861,192,164,1
862,193,205,1
863,195,205,1
864,196,205,1
865,197,205,1
866,198,205,1
867,199,205,1
868,200,205,1
869,201,205,1
870,202,205,1
871,203,205,1
872,194,205,1
873,204,205,1
874,206,205,1
875,207,205,1
876,208,205,1
877,209,205,1
878,210,205,1
879,211,205,1
880,212,205,1
881,213,205,1
882,214,205,1
883,215,205,1
884,216,205,1
885,217,205,1
886,218,205,1
887,219,205,1
888,220,205,1
889,221,205,1
890,222,205,1
891,223,205,1
892,224,237,1
893,226,237,1
894,227,237,1
895,228,237,1
896,229,237,1
897,230,237,1
898,231,237,1
899,232,237,1
900,233,237,1
901,234,237,1
902,235,237,1
903,225,237,1
904,236,237,1
905,238,237,1
906,239,237,1
907,240,237,1
908,241,237,1
909,242,237,1
910,243,237,1
911,244,237,1
912,245,237,1
913,246,237,1
914,247,237,1
915,248,237,1
916,249,237,1
917,250,237,1
918,251,237,1
919,252,237,1
920,253,237,1
921,254,237,1
922,255,273,1
923,257,273,1
924,258,273,1
925,259,273,1
926,260,273,1
927,261,273,1
928,262,273,1
929,263,273,1
930,264,273,1
931,265,273,1
932,266,273,1
933,267,273,1
934,268,273,1
935,269,273,1
936,270,273,1
937,271,273,1
938,272,273,1
939,274,273,1
940,256,273,1
941,275,273,1
942,276,273,1
943,277,273,1
944,278,273,1
945,279,273,1
946,280,273,1
947,281,273,1
948,282,273,1
949,283,273,1
950,284,273,1
951,285,297,1
952,287,297,1
953,288,297,1
954,289,297,1
955,290,297,1
956,291,297,1
957,292,297,1
958,293,297,1
959,294,297,1
960,295,297,1
961,286,297,1
962,296,297,1
963,298,297,1
964,299,297,1
965,300,297,1
966,301,297,1
967,302,297,1
968,303,297,1
969,304,297,1
970,305,297,1
971,306,297,1
972,307,297,1
973,308,297,1
974,309,297,1
975,310,297,1
976,311,297,1
977,312,297,1
978,313,297,1
979,314,297,1
980,315,297,1
981,316,297,1
982,317,322,1
983,319,322,1
984,320,322,1
985,321,322,1
986,318,322,1
987,323,322,1
988,324,322,1
989,325,322,1
990,326,322,1
991,327,322,1
992,328,322,1
993,329,322,1
994,330,322,1
995,331,322,1
996,332,322,1
997,333,322,1
998,334,322,1
999,335,322,1
1000,336,322,1
1001,337,322,1
1002,338,322,1
1003,339,322,1
1004,340,322,1
1005,341,322,1
1006,342,322,1
1007,343,322,1
1008,344,322,1
1009,345,322,1
1010,346,322,1
1011,347,322,1
1012,348,322,1
1013,352,353,1
1014,354,353,1
1015,355,353,1
1016,1,15,1
1017,3,15,1
1018,4,15,1
1019,5,15,1
1020,6,15,1
1021,7,15,1
1022,8,15,1
1023,9,15,1
1024,10,15,1
1025,11,15,1
1026,12,15,1
1027,2,15,1
1028,13,15,1
1029,14,15,1
1030,16,15,1
1031,17,15,1
1032,18,15,1
1033,19,15,1
1034,20,15,1
1035,21,15,1
1036,22,15,1
1037,23,15,1
1038,24,15,1
1039,25,15,1
1040,26,15,1
1041,27,15,1
1042,28,15,1
1043,29,15,1
1044,30,15,1
1045,31,15,1
1046,32,15,1
1047,33,46,1
1048,35,46,1
1049,36,46,1
1050,37,46,1
1051,38,46,1
1052,39,46,1
1053,40,46,1
1054,41,46,1
1055,42,46,1
1056,43,46,1
1057,34,46,1
1058,44,46,1
1059,45,46,1
1060,47,46,1
1061,48,46,1
1062,49,46,1
1063,50,46,1
1064,51,46,1
1065,52,46,1
1066,53,46,1
1067,54,46,1
1068,55,46,1
1069,56,46,1
1070,57,46,1
1071,58,46,1
1072,59,46,1
1073,60,46,1
1074,61,46,1
1075,62,46,1
1076,63,46,1
1077,64,46,1
1078,65,78,1
1079,67,78,1
1080,68,78,1
1081,69,78,1
1082,70,78,1
1083,71,78,1
1084,72,78,1
1085,73,78,1
1086,74,78,1
1087,75,78,1
1088,66,78,1
1089,76,78,1
1090,77,78,1
1091,79,78,1
1092,80,78,1
1093,81,78,1
1094,82,78,1
1095,83,78,1
1096,84,78,1
1097,85,78,1
1098,86,78,1
1099,87,78,1
1100,88,78,1
1101,89,78,1
1102,90,78,1
1103,91,78,1
1104,92,78,1
1105,93,78,1
1106,94,78,1
1107,95,78,1
1108,96,78,1
1109,97,108,1
1110,99,108,1
1111,100,108,1
1112,101,108,1
1113,102,108,1
1114,103,108,1
1115,104,108,1
1116,105,108,1
1117,98,108,1
1118,106,108,1
1119,107,108,1
1120,109,108,1
1121,110,108,1
1122,111,108,1
1123,112,108,1
1124,113,108,1
1125,114,108,1
1126,115,108,1
1127,116,108,1
1128,117,108,1
1129,118,108,1
1130,119,108,1
1131,120,108,1
1132,121,108,1
1133,122,108,1
1134,123,108,1
1135,124,108,1
1136,125,108,1
1137,126,108,1
1138,127,108,1
1139,128,158,1
1140,130,158,1
1141,131,158,1
1142,132,158,1
1143,133,158,1
1144,134,158,1
1145,135,158,1
1146,136,158,1
1147,137,158,1
1148,138,158,1
1149,139,158,1
1150,140,158,1
1151,141,158,1
1152,142,158,1
1153,143,158,1
1154,144,158,1
1155,145,158,1
1156,146,158,1
1157,147,158,1
1158,148,158,1
1159,149,158,1
1160,150,158,1
1161,151,158,1
1162,152,158,1
1163,153,158,1
1164,154,158,1
1165,155,158,1
1166,129,158,1
1167,156,158,1
1168,157,158,1
1169,159,158,1
1170,160,165,1
1171,162,165,1
1172,161,165,1
1173,163,165,1
1174,164,165,1
1175,166,165,1
1176,167,165,1
1177,168,165,1
1178,169,165,1
1179,170,165,1
1180,171,165,1
1181,172,165,1
1182,173,165,1
1183,174,165,1
1184,175,165,1
1185,176,165,1
1186,177,165,1
1187,178,165,1
1188,179,165,1
1189,180,165,1
1190,181,165,1
1191,182,165,1
1192,183,165,1
1193,184,165,1
1194,185,165,1
1195,186,165,1
1196,187,165,1
1197,188,165,1
1198,189,165,1
1199,190,165,1
1200,356,165,1
1201,192,165,1
1202,193,206,1
1203,195,206,1
1204,196,206,1
1205,197,206,1
1206,198,206,1
1207,199,206,1
1208,200,206,1
1209,201,206,1
1210,202,206,1
1211,203,206,1
1212,194,206,1
1213,204,206,1
1214,205,206,1
1215,207,206,1
1216,208,206,1
1217,209,206,1
1218,210,206,1
1219,211,206,1
1220,212,206,1
1221,213,206,1
1222,214,206,1
1223,215,206,1
1224,216,206,1
1225,217,206,1
1226,218,206,1
1227,219,206,1
1228,220,206,1
1229,221,206,1
1230,222,206,1
1231,223,206,1
1232,224,238,1
1233,226,238,1
1234,227,238,1
1235,228,238,1
1236,229,238,1
1237,230,238,1
1238,231,238,1
1239,232,238,1
1240,233,238,1
1241,234,238,1
1242,235,238,1
1243,225,238,1
1244,236,238,1
1245,237,238,1
1246,239,238,1
1247,240,238,1
1248,241,238,1
1249,242,238,1
1250,243,238,1
1251,244,238,1
1252,245,238,1
1253,246,238,1
1254,247,238,1
1255,248,238,1
1256,249,238,1
1257,250,238,1
1258,251,238,1
1259,252,238,1
1260,253,238,1
1261,254,238,1
1262,255,272,1
1263,257,272,1
1264,258,272,1
1265,259,272,1
1266,260,272,1
1267,261,272,1
1268,262,272,1
1269,263,272,1
1270,264,272,1
1271,265,272,1
1272,266,272,1
1273,267,272,1
1274,268,272,1
1275,269,272,1
1276,270,272,1
1277,271,272,1
1278,273,272,1
1279,274,272,1
1280,256,272,1
1281,275,272,1
1282,276,272,1
1283,277,272,1
1284,278,272,1
1285,279,272,1
1286,280,272,1
1287,281,272,1
1288,282,272,1
1289,283,272,1
1290,284,272,1
1291,285,298,1
1292,287,298,1
1293,288,298,1
1294,289,298,1
1295,290,298,1
1296,291,298,1
1297,292,298,1
1298,293,298,1
1299,294,298,1
1300,295,298,1
1301,286,298,1
1302,296,298,1
1303,297,298,1
1304,299,298,1
1305,300,298,1
1306,301,298,1
1307,302,298,1
1308,303,298,1
1309,304,298,1
1310,305,298,1
1311,306,298,1
1312,307,298,1
1313,308,298,1
1314,309,298,1
1315,310,298,1
1316,311,298,1
1317,312,298,1
1318,313,298,1
1319,314,298,1
1320,315,298,1
1321,316,298,1
1322,317,323,1
1323,319,323,1
1324,320,323,1
1325,321,323,1
1326,318,323,1
1327,322,323,1
1328,324,323,1
1329,325,323,1
1330,326,323,1
1331,327,323,1
1332,328,323,1
1333,329,323,1
1334,330,323,1
1335,331,323,1
1336,332,323,1
1337,333,323,1
1338,334,323,1
1339,335,323,1
1340,336,323,1
1341,337,323,1
1342,338,323,1
1343,339,323,1
1344,340,323,1
1345,341,323,1
1346,342,323,1
1347,343,323,1
1348,344,323,1
1349,345,323,1
1350,346,323,1
1351,347,323,1
1352,348,323,1
1353,1,16,1
1354,3,16,1
1355,4,16,1
1356,5,16,1
1357,6,16,1
1358,7,16,1
1359,8,16,1
1360,9,16,1
1361,10,16,1
1362,11,16,1
1363,12,16,1
1364,2,16,1
1365,13,16,1
1366,14,16,1
1367,15,16,1
1368,17,16,1
1369,18,16,1
1370,19,16,1
1371,20,16,1
1372,21,16,1
1373,22,16,1
1374,23,16,1
1375,24,16,1
1376,25,16,1
1377,26,16,1
1378,27,16,1
1379,28,16,1
1380,29,16,1
1381,30,16,1
1382,31,16,1
1383,32,16,1
1384,178,16,1
1385,182,16,1
1386,33,47,1
1387,35,47,1
1388,36,47,1
1389,37,47,1
1390,38,47,1
1391,39,47,1
1392,40,47,1
1393,41,47,1
1394,42,47,1
1395,43,47,1
1396,34,47,1
1397,44,47,1
1398,45,47,1
1399,46,47,1
1400,48,47,1
1401,49,47,1
1402,50,47,1
1403,51,47,1
1404,52,47,1
1405,53,47,1
1406,54,47,1
1407,55,47,1
1408,56,47,1
1409,57,47,1
1410,58,47,1
1411,59,47,1
1412,60,47,1
1413,61,47,1
1414,62,47,1
1415,63,47,1
1416,64,47,1
1417,65,79,1
1418,67,79,1
1419,68,79,1
1420,69,79,1
1421,70,79,1
1422,71,79,1
1423,72,79,1
1424,73,79,1
1425,74,79,1
1426,75,79,1
1427,66,79,1
1428,76,79,1
1429,77,79,1
1430,78,79,1
1431,80,79,1
1432,81,79,1
1433,82,79,1
1434,83,79,1
1435,84,79,1
1436,85,79,1
1437,86,79,1
1438,87,79,1
1439,88,79,1
1440,89,79,1
1441,90,79,1
1442,91,79,1
1443,92,79,1
1444,93,79,1
1445,94,79,1
1446,95,79,1
1447,96,79,1
1448,97,109,1
1449,99,109,1
1450,100,109,1
1451,101,109,1
1452,102,109,1
1453,103,109,1
1454,104,109,1
1455,105,109,1
1456,98,109,1
1457,106,109,1
1458,107,109,1
1459,108,109,1
1460,110,109,1
1461,111,109,1
1462,112,109,1
1463,113,109,1
1464,114,109,1
1465,115,109,1
1466,116,109,1
1467,117,109,1
1468,118,109,1
1469,119,109,1
1470,120,109,1
1471,121,109,1
1472,122,109,1
1473,123,109,1
1474,124,109,1
1475,125,109,1
1476,126,109,1
1477,127,109,1
1478,128,159,1
1479,130,159,1
1480,131,159,1
1481,132,159,1
1482,133,159,1
1483,134,159,1
1484,135,159,1
1485,136,159,1
1486,137,159,1
1487,138,159,1
1488,139,159,1
1489,140,159,1
1490,141,159,1
1491,142,159,1
1492,143,159,1
1493,144,159,1
1494,145,159,1
1495,146,159,1
1496,147,159,1
1497,148,159,1
1498,149,159,1
1499,150,159,1
1500,151,159,1
1501,152,159,1
1502,153,159,1
1503,154,159,1
1504,155,159,1
1505,129,159,1
1506,156,159,1
1507,157,159,1
1508,158,159,1
1509,160,166,1
1510,162,166,1
1511,161,166,1
1512,163,166,1
1513,164,166,1
1514,165,166,1
1515,167,166,1
1516,168,166,1
1517,169,166,1
1518,170,166,1
1519,171,166,1
1520,172,166,1
1521,173,166,1
1522,174,166,1
1523,175,166,1
1524,176,166,1
1525,177,166,1
1526,178,166,1
1527,179,166,1
1528,180,166,1
1529,181,166,1
1530,182,166,1
1531,183,166,1
1532,184,166,1
1533,185,166,1
1534,186,166,1
1535,187,166,1
1536,188,166,1
1537,189,166,1
1538,190,166,1
1539,357,166,1
1540,192,166,1
1541,193,207,1
1542,195,207,1
1543,196,207,1
1544,197,207,1
1545,198,207,1
1546,199,207,1
1547,200,207,1
1548,201,207,1
1549,202,207,1
1550,203,207,1
1551,194,207,1
1552,204,207,1
1553,205,207,1
1554,206,207,1
1555,208,207,1
1556,209,207,1
1557,210,207,1
1558,211,207,1
1559,212,207,1
1560,213,207,1
1561,214,207,1
1562,215,207,1
1563,216,207,1
1564,217,207,1
1565,218,207,1
1566,219,207,1
1567,220,207,1
1568,221,207,1
1569,222,207,1
1570,223,207,1
1571,224,239,1
1572,226,239,1
1573,227,239,1
1574,228,239,1
1575,229,239,1
1576,230,239,1
1577,231,239,1
1578,232,239,1
1579,233,239,1
1580,234,239,1
1581,235,239,1
1582,225,239,1
1583,236,239,1
1584,237,239,1
1585,238,239,1
1586,240,239,1
1587,241,239,1
1588,242,239,1
1589,243,239,1
1590,244,239,1
1591,245,239,1
1592,246,239,1
1593,247,239,1
1594,248,239,1
1595,249,239,1
1596,250,239,1
1597,251,239,1
1598,252,239,1
1599,253,239,1
1600,254,239,1
1601,255,271,1
1602,257,271,1
1603,258,271,1
1604,259,271,1
1605,260,271,1
1606,261,271,1
1607,262,271,1
1608,263,271,1
1609,264,271,1
1610,265,271,1
1611,266,271,1
1612,267,271,1
1613,268,271,1
1614,269,271,1
1615,270,271,1
1616,272,271,1
1617,273,271,1
1618,274,271,1
1619,256,271,1
1620,275,271,1
1621,276,271,1
1622,277,271,1
1623,278,271,1
1624,279,271,1
1625,280,271,1
1626,281,271,1
1627,282,271,1
1628,283,271,1
1629,284,271,1
1630,285,299,1
1631,287,299,1
1632,288,299,1
1633,289,299,1
1634,290,299,1
1635,291,299,1
1636,292,299,1
1637,293,299,1
1638,294,299,1
1639,295,299,1
1640,286,299,1
1641,296,299,1
1642,297,299,1
1643,298,299,1
1644,300,299,1
1645,301,299,1
1646,302,299,1
1647,303,299,1
1648,304,299,1
1649,305,299,1
1650,306,299,1
1651,307,299,1
1652,308,299,1
1653,309,299,1
1654,310,299,1
1655,311,299,1
1656,312,299,1
1657,313,299,1
1658,314,299,1
1659,315,299,1
1660,316,299,1
1661,317,324,1
1662,319,324,1
1663,320,324,1
